State,County,Candidate,Party,Votes,Vote %
Ohio,clinton,Donald Trump,Republican,13838,0.7409906291834003
Ohio,columbiana,Donald Trump,Republican,31676,0.6856128655223913
Ohio,coshocton,Donald Trump,Republican,10785,0.6934799382716049
Ohio,crawford,Donald Trump,Republican,13611,0.7075427561470083
Ohio,cuyahoga,Hillary Clinton,Democratic,398271,0.6595834534018303
Ohio,darke,Donald Trump,Republican,20012,0.7852770365719667
Ohio,defiance,Donald Trump,Republican,11688,0.6424802110817942
Ohio,delaware,Donald Trump,Republican,57568,0.5542846139033314
Ohio,erie,Donald Trump,Republican,19648,0.5228591196976955
Ohio,fairfield,Donald Trump,Republican,44314,0.6077654190610727
Ohio,fayette,Donald Trump,Republican,7995,0.716269485755241
Ohio,franklin,Hillary Clinton,Democratic,351198,0.604325979970403
Ohio,fulton,Donald Trump,Republican,13709,0.6458892815076561
Ohio,gallia,Donald Trump,Republican,9822,0.759570025520068
Ohio,geauga,Donald Trump,Republican,30227,0.605254199955948
Ohio,greene,Donald Trump,Republican,48540,0.5929780839991204
Ohio,guernsey,Donald Trump,Republican,11445,0.6912484145678565
Ohio,hamilton,Hillary Clinton,Democratic,215719,0.5272897931847014
Ohio,hancock,Donald Trump,Republican,24183,0.6713211004080726
Ohio,hardin,Donald Trump,Republican,8717,0.7090450626321783
Ohio,harrison,Donald Trump,Republican,5098,0.7201582144370674
Ohio,henry,Donald Trump,Republican,9301,0.6675997703129486
Ohio,highland,Donald Trump,Republican,14020,0.7577968758445489
Ohio,hocking,Donald Trump,Republican,8497,0.6618632185698707
Ohio,holmes,Donald Trump,Republican,8720,0.7888547132259816
Ohio,huron,Donald Trump,Republican,16226,0.6533784327937505
Ohio,jackson,Donald Trump,Republican,9949,0.7265756225808807
Ohio,jefferson,Donald Trump,Republican,21117,0.6557870873575354
Ohio,knox,Donald Trump,Republican,19131,0.6668874403039704
Ohio,lake,Donald Trump,Republican,64255,0.5527502021574936
Ohio,lawrence,Donald Trump,Republican,18689,0.7024091404517608
Ohio,licking,Donald Trump,Republican,51241,0.619144282935199
Ohio,logan,Donald Trump,Republican,15957,0.7397431737054379
Ohio,lorain,Hillary Clinton,Democratic,66949,0.4762951580085656
Ohio,lucas,Hillary Clinton,Democratic,110833,0.5610206726194091
Ohio,madison,Donald Trump,Republican,11631,0.672700983227299
Ohio,mahoning,Hillary Clinton,Democratic,57381,0.49865301724137934
Ohio,marion,Donald Trump,Republican,16961,0.6443659296406048
Ohio,medina,Donald Trump,Republican,54810,0.5998489707025051
Ohio,meigs,Donald Trump,Republican,7309,0.7319979969954933
Ohio,mercer,Donald Trump,Republican,17506,0.8057626806591182
Ohio,miami,Donald Trump,Republican,37079,0.703132703758486
Ohio,monroe,Donald Trump,Republican,4868,0.7164091243561442
Ohio,montgomery,Donald Trump,Republican,123909,0.4797077827805545
Ohio,morgan,Donald Trump,Republican,4431,0.6877231103523204
Ohio,morrow,Donald Trump,Republican,11948,0.7220207880106357
Ohio,muskingum,Donald Trump,Republican,24056,0.6503203481928037
Ohio,noble,Donald Trump,Republican,4549,0.756527523698653
Ohio,ottawa,Donald Trump,Republican,12653,0.5694932037087046
Ohio,paulding,Donald Trump,Republican,6500,0.7184702111197082
Ohio,perry,Donald Trump,Republican,10228,0.6820940313437812
Ohio,pickaway,Donald Trump,Republican,17076,0.6900788037987472
Ohio,pike,Donald Trump,Republican,7902,0.6652075090495833
Ohio,portage,Donald Trump,Republican,39971,0.5249740605996926
Ohio,preble,Donald Trump,Republican,15446,0.751081935327012
Ohio,putnam,Donald Trump,Republican,14961,0.7971972078648691
Ohio,richland,Donald Trump,Republican,36590,0.6626942442134242
Ohio,ross,Donald Trump,Republican,18652,0.6139565503620803
Ohio,sandusky,Donald Trump,Republican,16316,0.5818000285266011
Ohio,scioto,Donald Trump,Republican,20550,0.6675545738045738
Ohio,seneca,Donald Trump,Republican,14825,0.6180431066827865
Ohio,shelby,Donald Trump,Republican,18590,0.7830665543386689
Ohio,stark,Donald Trump,Republican,98388,0.5614503620769349
Ohio,summit,Hillary Clinton,Democratic,134256,0.5204144523391439
Ohio,trumbull,Donald Trump,Republican,49024,0.5105124493642546
Ohio,tuscarawas,Donald Trump,Republican,26918,0.651941194991402
Ohio,union,Donald Trump,Republican,18096,0.6597396915673193
Ohio,van wert,Donald Trump,Republican,10469,0.7602759622367465
Ohio,vinton,Donald Trump,Republican,3883,0.7057433660487096
Ohio,warren,Donald Trump,Republican,77643,0.6621044283558034
Ohio,washington,Donald Trump,Republican,20514,0.6874664879356568
Ohio,wayne,Donald Trump,Republican,32270,0.6473030710288248
Ohio,williams,Donald Trump,Republican,11939,0.6897966258377629
Ohio,wood,Donald Trump,Republican,32498,0.5050900669868358
Ohio,wyandot,Donald Trump,Republican,7468,0.7050604229607251
Oklahoma,adair,Donald Trump,Republican,4787,0.7349915553508368
Oklahoma,alfalfa,Donald Trump,Republican,1933,0.8560673162090345
Oklahoma,atoka,Donald Trump,Republican,4084,0.8138700677560781
Oklahoma,beaver,Donald Trump,Republican,1993,0.8885421310744539
Oklahoma,beckham,Donald Trump,Republican,6308,0.8352754237288136
Oklahoma,blaine,Donald Trump,Republican,2884,0.760348009491168
Oklahoma,bryan,Donald Trump,Republican,10478,0.7582862932407005
Oklahoma,caddo,Donald Trump,Republican,6482,0.6934103551561831
Oklahoma,canadian,Donald Trump,Republican,39986,0.7233619161330005
Oklahoma,carter,Donald Trump,Republican,13752,0.7419876982842344
Oklahoma,cherokee,Donald Trump,Republican,9994,0.6060642813826561
Oklahoma,choctaw,Donald Trump,Republican,4206,0.7751566531514928
Oklahoma,cimarron,Donald Trump,Republican,963,0.8924930491195552
Oklahoma,cleveland,Donald Trump,Republican,62538,0.5713841936957514
Oklahoma,coal,Donald Trump,Republican,1898,0.791162984576907
Oklahoma,comanche,Donald Trump,Republican,19183,0.5890861073578184
Oklahoma,cotton,Donald Trump,Republican,2054,0.7893927747886241
Oklahoma,craig,Donald Trump,Republican,4283,0.7403630077787381
Oklahoma,creek,Donald Trump,Republican,21575,0.748352410683316
Oklahoma,custer,Donald Trump,Republican,7826,0.7424343041457168
Oklahoma,delaware,Donald Trump,Republican,11826,0.752481547467549
Oklahoma,dewey,Donald Trump,Republican,1965,0.8741103202846975
Oklahoma,ellis,Donald Trump,Republican,1611,0.8817733990147784
Oklahoma,garfield,Donald Trump,Republican,16009,0.7374021188392446
Oklahoma,garvin,Donald Trump,Republican,8253,0.782571591124597
Oklahoma,grady,Donald Trump,Republican,17316,0.7769900385892489
Oklahoma,grant,Donald Trump,Republican,1827,0.830077237619264
Oklahoma,greer,Donald Trump,Republican,1482,0.7816455696202531
Oklahoma,harmon,Donald Trump,Republican,715,0.7318321392016377
Oklahoma,harper,Donald Trump,Republican,1318,0.8792528352234823
Oklahoma,haskell,Donald Trump,Republican,3701,0.7811312790206838
Oklahoma,hughes,Donald Trump,Republican,3388,0.7485638532920902
Oklahoma,jackson,Donald Trump,Republican,5969,0.7646682039456828
Oklahoma,jefferson,Donald Trump,Republican,1910,0.8127659574468085
Oklahoma,johnston,Donald Trump,Republican,3093,0.7697859631657541
Oklahoma,kay,Donald Trump,Republican,12172,0.7243944533714217
Oklahoma,kingfisher,Donald Trump,Republican,5156,0.8409721089544936
Oklahoma,kiowa,Donald Trump,Republican,2596,0.7432006870884627
Oklahoma,latimer,Donald Trump,Republican,3100,0.7642998027613412
Oklahoma,le flore,Donald Trump,Republican,13362,0.7759131293188549
Oklahoma,lincoln,Donald Trump,Republican,10854,0.773903743315508
Oklahoma,logan,Donald Trump,Republican,13633,0.718320248695927
Oklahoma,love,Donald Trump,Republican,2922,0.7711797307996833
Oklahoma,mcclain,Donald Trump,Republican,13169,0.7811721437892989
Oklahoma,mccurtain,Donald Trump,Republican,8656,0.8070110013052396
Oklahoma,mcintosh,Donald Trump,Republican,5505,0.691322365942484
Oklahoma,major,Donald Trump,Republican,2948,0.8652773701203404
Oklahoma,marshall,Donald Trump,Republican,4206,0.7658412235979607
Oklahoma,mayes,Donald Trump,Republican,11555,0.7351911942482662
Oklahoma,murray,Donald Trump,Republican,4175,0.755246020260492
Oklahoma,muskogee,Donald Trump,Republican,15043,0.6212008589362406
Oklahoma,noble,Donald Trump,Republican,3715,0.7615826158261583
Oklahoma,nowata,Donald Trump,Republican,3321,0.7838092990323342
Oklahoma,okfuskee,Donald Trump,Republican,2800,0.7101191985797616
Oklahoma,oklahoma,Donald Trump,Republican,141569,0.5167845748370093
Oklahoma,okmulgee,Donald Trump,Republican,8944,0.641192917054986
Oklahoma,osage,Donald Trump,Republican,12577,0.6631340293156174
Oklahoma,ottawa,Donald Trump,Republican,7631,0.713844714686623
Oklahoma,pawnee,Donald Trump,Republican,4729,0.7430861093651792
Oklahoma,payne,Donald Trump,Republican,16651,0.5998198847262248
Oklahoma,pittsburg,Donald Trump,Republican,12753,0.7384054194893174
Oklahoma,pontotoc,Donald Trump,Republican,10431,0.7033241184006473
Oklahoma,pottawatomie,Donald Trump,Republican,17848,0.7012415527267012
Oklahoma,pushmataha,Donald Trump,Republican,3581,0.7987954494757975
Oklahoma,roger mills,Donald Trump,Republican,1547,0.8794769755542922
Oklahoma,rogers,Donald Trump,Republican,30913,0.7565219519357839
Oklahoma,seminole,Donald Trump,Republican,5613,0.6983949234789101
Oklahoma,sequoyah,Donald Trump,Republican,10888,0.7541733047031932
Oklahoma,stephens,Donald Trump,Republican,14182,0.7921134941912422
Oklahoma,texas,Donald Trump,Republican,4621,0.7994809688581315
Oklahoma,tillman,Donald Trump,Republican,1944,0.7184035476718403
Oklahoma,tulsa,Donald Trump,Republican,144258,0.5839128287742761
Oklahoma,wagoner,Donald Trump,Republican,23005,0.7349840255591055
Oklahoma,washington,Donald Trump,Republican,15825,0.7120680345572354
Oklahoma,washita,Donald Trump,Republican,3854,0.8322176635715828
Oklahoma,woods,Donald Trump,Republican,2947,0.8034351145038168
Oklahoma,woodward,Donald Trump,Republican,6347,0.8356813693219223
Oregon,baker,Donald Trump,Republican,6218,0.7082811254129172
Oregon,benton,Hillary Clinton,Democratic,29193,0.5987939203741308
Oregon,clackamas,Hillary Clinton,Democratic,102095,0.4769925107106649
Oregon,clatsop,Hillary Clinton,Democratic,9252,0.4705044751830757
Oregon,columbia,Donald Trump,Republican,13217,0.49654369223833494
Oregon,coos,Donald Trump,Republican,17865,0.5705298118992111
Oregon,crook,Donald Trump,Republican,8511,0.6992277357870522
Oregon,curry,Donald Trump,Republican,7212,0.5718816905875823
Oregon,deschutes,Donald Trump,Republican,45692,0.46360989072313485
Oregon,douglas,Donald Trump,Republican,34582,0.6461388987500234
Oregon,gilliam,Donald Trump,Republican,671,0.6584887144259077
Oregon,grant,Donald Trump,Republican,3210,0.7396313364055299
Oregon,harney,Donald Trump,Republican,2912,0.7327629592350277
Oregon,hood river,Hillary Clinton,Democratic,6510,0.5967002749770852
Oregon,jackson,Donald Trump,Republican,53870,0.49274195761339834
Oregon,jefferson,Donald Trump,Republican,5483,0.5796595834654826
Oregon,josephine,Donald Trump,Republican,26923,0.6041965888689408
Oregon,klamath,Donald Trump,Republican,20435,0.6698462647916872
Oregon,lake,Donald Trump,Republican,3022,0.7689567430025446
Oregon,lane,Hillary Clinton,Democratic,102753,0.5353112789789007
Oregon,lincoln,Hillary Clinton,Democratic,12501,0.49497149192271145
Oregon,linn,Donald Trump,Republican,33488,0.5703094398746573
Oregon,malheur,Donald Trump,Republican,7194,0.68941063727839
Oregon,marion,Donald Trump,Republican,63377,0.463146740719088
Oregon,morrow,Donald Trump,Republican,2721,0.6529877609791217
Oregon,multnomah,Hillary Clinton,Democratic,292561,0.7330463564543489
Oregon,polk,Donald Trump,Republican,18940,0.47003350291599455
Oregon,sherman,Donald Trump,Republican,732,0.7197640117994101
Oregon,tillamook,Donald Trump,Republican,6538,0.4736651452582772
Oregon,umatilla,Donald Trump,Republican,17059,0.6181469000253651
Oregon,union,Donald Trump,Republican,8431,0.6501388032078964
Oregon,wallowa,Donald Trump,Republican,2848,0.652313330279432
Oregon,wasco,Donald Trump,Republican,5833,0.48754597124707455
Oregon,washington,Hillary Clinton,Democratic,153251,0.5692153978724669
Oregon,wheeler,Donald Trump,Republican,591,0.7224938875305623
Oregon,yamhill,Donald Trump,Republican,23250,0.47689372961663895
Pennsylvania,adams,Donald Trump,Republican,31423,0.6616900755964539
Pennsylvania,allegheny,Hillary Clinton,Democratic,367617,0.5654654414456541
Pennsylvania,armstrong,Donald Trump,Republican,23484,0.7427414763742172
Pennsylvania,beaver,Donald Trump,Republican,48167,0.5763602206507042
Pennsylvania,bedford,Donald Trump,Republican,19552,0.8271777298303508
Pennsylvania,berks,Donald Trump,Republican,96626,0.5278234506869145
Pennsylvania,blair,Donald Trump,Republican,39135,0.7127246899415396
Pennsylvania,bradford,Donald Trump,Republican,18141,0.7056558269799285
Pennsylvania,bucks,Hillary Clinton,Democratic,167060,0.4852206089509929
Pennsylvania,butler,Donald Trump,Republican,64428,0.6637203696263559
Pennsylvania,cambria,Donald Trump,Republican,42258,0.669996194824962
Pennsylvania,cameron,Donald Trump,Republican,1589,0.7268984446477584
Pennsylvania,carbon,Donald Trump,Republican,18743,0.6513413956074506
Pennsylvania,centre,Hillary Clinton,Democratic,37088,0.48705153122865996
Pennsylvania,chester,Hillary Clinton,Democratic,141682,0.5270907738095238
Pennsylvania,clarion,Donald Trump,Republican,12576,0.7171941830624465
Pennsylvania,clearfield,Donald Trump,Republican,24932,0.7274955501736162
Pennsylvania,clinton,Donald Trump,Republican,10022,0.651032869949331
Pennsylvania,columbia,Donald Trump,Republican,18004,0.6378064333286099
Pennsylvania,crawford,Donald Trump,Republican,24987,0.666462178598101
Pennsylvania,cumberland,Donald Trump,Republican,69076,0.5679798054548295
Pennsylvania,dauphin,Hillary Clinton,Democratic,64706,0.4944220306864723
Pennsylvania,delaware,Hillary Clinton,Democratic,177402,0.5960407749114685
Pennsylvania,elk,Donald Trump,Republican,10025,0.6949258283654512
Pennsylvania,erie,Donald Trump,Republican,60069,0.48568471607952846
Pennsylvania,fayette,Donald Trump,Republican,34590,0.6433314114605613
Pennsylvania,forest,Donald Trump,Republican,1683,0.7009579341940858
Pennsylvania,franklin,Donald Trump,Republican,49768,0.7137141300139106
Pennsylvania,fulton,Donald Trump,Republican,5694,0.8409392999556934
Pennsylvania,greene,Donald Trump,Republican,10849,0.6882136513575234
Pennsylvania,huntingdon,Donald Trump,Republican,14494,0.7355120267938698
Pennsylvania,indiana,Donald Trump,Republican,24888,0.6589356632247816
Pennsylvania,jefferson,Donald Trump,Republican,15192,0.7799568744224253
Pennsylvania,juniata,Donald Trump,Republican,8273,0.7913717237421083
Pennsylvania,lackawanna,Hillary Clinton,Democratic,51983,0.5024648159604083
Pennsylvania,lancaster,Donald Trump,Republican,137914,0.5719914396628952
Pennsylvania,lawrence,Donald Trump,Republican,25428,0.6239540647314308
Pennsylvania,lebanon,Donald Trump,Republican,40525,0.6552672002587113
Pennsylvania,lehigh,Hillary Clinton,Democratic,81324,0.5051399750299702
Pennsylvania,luzerne,Donald Trump,Republican,78688,0.5829474822755458
Pennsylvania,lycoming,Donald Trump,Republican,35627,0.7045782655987343
Pennsylvania,mckean,Donald Trump,Republican,11635,0.7139788905252823
Pennsylvania,mercer,Donald Trump,Republican,31544,0.6030319830239538
Pennsylvania,mifflin,Donald Trump,Republican,14094,0.7577011988602763
Pennsylvania,monroe,Hillary Clinton,Democratic,33918,0.4862656267920633
Pennsylvania,montgomery,Hillary Clinton,Democratic,256082,0.589118147080543
Pennsylvania,montour,Donald Trump,Republican,5288,0.6180458158017765
Pennsylvania,northampton,Donald Trump,Republican,71736,0.49983625861384207
Pennsylvania,northumberland,Donald Trump,Republican,25427,0.6943094314892687
Pennsylvania,perry,Donald Trump,Republican,15616,0.7380659797712449
Pennsylvania,philadelphia,Hillary Clinton,Democratic,584025,0.8253242155869372
